学生id,消费时间,其他,图书馆,开水,教务处,文印中心,校医院,校车,洗衣房,淋浴,超市,食堂
0,2013/9/22 17:09,0,0,3,0,0,0,0,0,0,0,0
0,2013/9/23 20:29,0,0,0,0,0,0,0,0,0,9.2,0
0,2013/9/24 17:46,0,0,0,0,0,0,5.5,0,0,0,0
0,2013/9/24 17:51,0,0,0,0,0,0,0,0,0,0,5.6
0,2013/9/24 17:57,0,0,2.9,0,0,0,0,0,0,0,0
0,2013/9/24 18:20,0,0,0,0,0,0,0,0,0,5,0
0,2013/9/24 19:31,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/9/25 20:25,0,0,5,0,0,0,0,0,0,0,0
0,2013/9/26 19:33,0,0,0,0,0,0,0,0,0,5.7,0
0,2013/9/26 21:07,0,0,0.07,0,0,0,0,0,0,0,0
0,2013/9/28 21:22,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/9/29 23:29,0,0,0,0,0,0,0,0,0.4,0,0
0,2013/9/30 16:39,0,0,0,0,0,0,0,0,0,0,8
0,2013/9/30 16:46,0,0,0,0,0,0,0,0,0,0,100
0,2013/9/30 17:31,0,15.8,0,0,0,0,0,0,0,0,0
0,2013/10/1 17:08,0,0,0,0,0,0,0,0,0,0,13
0,2013/10/1 17:35,0,0,0,0,0,0,0,0,0,43,0
0,2013/10/1 20:05,0,0,0.18,0,0,0,0,0,0,0,0
0,2013/10/3 18:13,0,0,0,0,0,0,1,0,0,0,0
0,2013/10/4 01:31,0,0,0.12,0,0,0,0,0,0,0,0
0,2013/10/4 22:21,0,0,0,0,0,0,0,0,0,4,0
0,2013/10/5 17:47,0,0,0,0,0,0,0,0,0,0,8
0,2013/10/5 17:49,0,0,0,0,0,0,0,0,0,0,0.6
0,2013/10/5 18:05,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/10/5 18:07,0,0,2.9,0,0,0,0,0,0,0,0
0,2013/10/5 23:37,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/7 17:07,0,0,0,0,0,0,0,0,0,0,4.6
0,2013/10/7 17:18,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/10/7 17:20,0,0,0,0,0,0,0,0,0,0,1.8
0,2013/10/7 17:24,0,0,5,0,0,0,0,0,0,0,0
0,2013/10/7 19:14,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/10/7 23:16,0,0,0,0,0,0,0,0,0.2,0,0
0,2013/10/7 23:27,0,0,0,0,0,0,0,0,0.5,0,0
0,2013/10/8 17:10,0,0,0,0,0,0,0,0,0,0,10.9
0,2013/10/8 17:23,0,0,0,0,0,0,3,0,0,0,0
0,2013/10/9 19:56,0,0,0.07,0,0,0,0,0,0,0,0
0,2013/10/10 16:42,0,0,0,0,0,0,0,0,0,0,100
0,2013/10/10 16:47,0,0,0,0,0,0,10.9,0,0,0,0
0,2013/10/10 16:47,0,0,0,0,0,0,3,0,0,0,0
0,2013/10/10 17:24,0,0,3,0,0,0,0,0,0,0,0
0,2013/10/11 17:15,0,0,0,0,0,0,3.3,0,0,0,0
0,2013/10/11 17:16,0,0,0,0,0,0,16.7,0,0,0,0
0,2013/10/11 17:59,0,0,7.9,0,0,0,0,0,0,0,0
0,2013/10/11 20:07,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/12 00:04,0,0,0,0,0,0,0,0,0.3,0,0
0,2013/10/13 18:48,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/10/14 15:42,0,0,0,0,0,0,0,0,0,5.8,0
0,2013/10/14 21:32,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/10/14 21:32,0,0,0.02,0,0,0,0,0,0,0,0
0,2013/10/15 14:48,0,2.9,0,0,0,0,0,0,0,0,0
0,2013/10/15 20:14,0,0,0,0,0,0,0,0,0,4.5,0
0,2013/10/16 12:31,0,0,0,0,0,0,0,0,0,0,4
0,2013/10/16 18:04,0,0,0,0,0,0,0,0,0,0,14
0,2013/10/16 18:16,0,0,0,0,0,0,0,0,0,0,3.5
0,2013/10/16 21:43,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/17 11:57,0,0,0,0,0,0,0,0,0,0,4.6
0,2013/10/17 16:01,0,0,5,0,0,0,0,0,0,0,0
0,2013/10/17 18:09,0,0,0,0,0,0,0,0,0,0,2.7
0,2013/10/17 18:14,0,0,0,0,0,0,0,0,0,0,5
0,2013/10/17 20:36,0,0,0,0,0,0,0,0,0,0,2
0,2013/10/17 21:48,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/19 17:22,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/20 20:41,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/22 16:06,0,0,0,0,0,0,0,0,0,0,200
0,2013/10/22 16:34,0,0,0,0,0,0,0,0,0,6.4,0
0,2013/10/22 17:41,0,0,0,0,0,0,0,0,0,0,4.5
0,2013/10/23 01:08,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/23 15:23,0,0,0,0,0,0,0,0,0,4.5,0
0,2013/10/23 18:14,0,0,0,0,0,0,0,0,0,0,0.73
0,2013/10/23 18:16,0,0,0,0,0,0,0,0,0,0,6.6
0,2013/10/24 14:33,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/10/24 17:36,0,0,0,0,0,0,0,0,0,0,10.9
0,2013/10/24 18:11,0,0,0,0,0,0,0,0,0,4.2,0
0,2013/10/24 21:30,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/10/25 13:26,0,0,0,0,0,0,0,0,0,2.9,0
0,2013/10/25 16:49,0,0,0,0,0,0,1.2,0,0,0,0
0,2013/10/25 16:49,0,0,0,0,0,0,0,0,0,0,10.9
0,2013/10/25 17:24,0,0,0,0,0,0,0,0,0,17.8,0
0,2013/10/26 13:17,0,0,0,0,0,0,1,0,0,0,0
0,2013/10/26 13:22,0,0,0,0,0,0,1,0,0,0,0
0,2013/10/26 14:34,0,0,0,0,0,0,1,0,0,0,0
0,2013/10/26 14:38,0,0,0,0,0,0,1,0,0,0,0
0,2013/10/26 19:36,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/27 13:49,0,0,0,0,0,0,1,0,0,0,0
0,2013/10/27 16:17,0,0,0.02,0,0,0,0,0,0,0,0
0,2013/10/27 18:59,0,0,0,0,0,0,0,0,0,2.9,0
0,2013/10/28 12:09,0,0,4.6,0,0,0,0,0,0,0,0
0,2013/10/28 17:33,0,0,0,0,0,0,0,0,0,0,6
0,2013/10/28 18:01,0,0,8.6,0,0,0,0,0,0,0,0
0,2013/10/28 18:35,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/28 23:32,0,0,0,0,0,0,0,0,0.6,0,0
0,2013/10/29 15:19,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/10/29 17:03,0,0,0,0,0,0,0,0,0,0,1.6
0,2013/10/29 17:04,0,0,0,0,0,0,4,0,0,0,0
0,2013/10/29 19:14,0,0,0,0,0,0,0,0,0,0,5
0,2013/10/29 19:52,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/10/30 17:30,0,0,0,0,0,0,4.8,0,0,0,0
0,2013/10/30 17:30,0,0,0,0,0,0,0,0,0,0,5.6
0,2013/10/30 19:37,0,0,0,0,0,0,0,0,0,3,0
0,2013/10/30 21:27,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/10/31 11:49,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/10/31 17:41,0,0,0,0,0,0,0,0,0,0,10.9
0,2013/10/31 18:19,0,0,11.5,0,0,0,0,0,0,0,0
0,2013/10/31 18:29,0,0,0.02,0,0,0,0,0,0,0,0
0,2013/11/1 13:10,0,0,0.18,0,0,0,0,0,0,0,0
0,2013/11/1 17:12,0,0,0,0,0,0,0,0,0,0,7
0,2013/11/1 17:13,0,0,0,0,0,0,8.6,0,0,0,0
0,2013/11/1 17:20,0,0,0,0,0,0,7.66,0,0,0,0
0,2013/11/1 17:21,0,0,0,0,0,0,0,0,0,0,12.6
0,2013/11/1 17:37,0,0,0,0,0,0,0,0,0,15.6,0
0,2013/11/1 21:36,0,0,0,0,0,0,0,0,0,21.4,0
0,2013/11/2 14:21,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/2 21:55,0,0,0,0,0,0,0,0,0,5,0
0,2013/11/3 12:08,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/3 16:47,0,0,0,0,0,0,0,0,0,0,9.9
0,2013/11/3 16:48,0,0,0,0,0,0,0,0,0,0,200
0,2013/11/3 17:17,0,0,1.6,0,0,0,0,0,0,0,0
0,2013/11/3 17:22,0,0,0,0,0,0,3.96,0,0,0,0
0,2013/11/3 17:29,0,0,0,0,0,0,0,0,0,28.5,0
0,2013/11/3 22:09,0,0,0,0,0,0,0,0,0,3.2,0
0,2013/11/4 14:08,0,0,4.5,0,0,0,0,0,0,0,0
0,2013/11/4 14:36,0,5.5,0,0,0,0,0,0,0,0,0
0,2013/11/4 16:42,0,0,0,0,0,0,0,0,0,0,8.9
0,2013/11/4 17:23,0,0,23.1,0,0,0,0,0,0,0,0
0,2013/11/4 21:15,0,0,0.07,0,0,0,0,0,0,0,0
0,2013/11/5 16:18,0,3.5,0,0,0,0,0,0,0,0,0
0,2013/11/5 18:06,0,1,0,0,0,0,0,0,0,0,0
0,2013/11/5 19:34,0,0,0,0,0,0,0,0,0,2.4,0
0,2013/11/5 21:06,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/6 17:53,0,0,0,0,0,0,0,0,0,0,7.9
0,2013/11/6 21:29,0,0,0,0,0,0,0,0,0,12.4,0
0,2013/11/6 22:44,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/7 17:13,0,0,0,0,0,0,0,0,0,0,9.4
0,2013/11/7 17:47,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/11/8 12:08,0,0,0,0,0,0,0,0,0,0,3.3
0,2013/11/8 12:09,0,0,0,0,0,0,3.9,0,0,0,0
0,2013/11/8 12:29,0,0,0,0,0,0,0,0,0,2.8,0
0,2013/11/8 15:08,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/8 17:20,0,0,0,0,0,0,0,0,0,0,9.4
0,2013/11/8 17:24,0,0,0,0,0,0,3,0,0,0,0
0,2013/11/8 17:53,0,0,0,0,0,0,0,0,0,14,0
0,2013/11/9 17:18,0,0,0,0,0,0,0,0,0,0,8.9
0,2013/11/10 16:56,0,0,0,0,0,0,6.9,0,0,0,0
0,2013/11/10 16:58,0,0,6.9,0,0,0,0,0,0,0,0
0,2013/11/10 17:26,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/11/10 18:50,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/10 21:34,0,0,0,0,0,0,0,0,0,10.7,0
0,2013/11/11 17:14,0,0,0.02,0,0,0,0,0,0,0,0
0,2013/11/11 17:24,0,0,0,0,0,0,0,0,0,0,5.6
0,2013/11/11 17:25,0,0,0,0,0,0,0,0,0,0,3
0,2013/11/11 21:00,0,0,0.01,0,0,0,0,0,0,0,0
0,2013/11/11 21:09,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/12 12:19,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/12 16:39,0,0,0,0,0,0,7.25,0,0,0,0
0,2013/11/12 16:40,0,0,0,0,0,0,0,0,0,0,6
0,2013/11/12 16:44,0,0,0,0,0,0,0,0,0,0,200
0,2013/11/12 17:16,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/11/12 22:57,0,0,0,0,0,0,0,0,1.2,0,0
0,2013/11/13 12:12,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/11/13 18:59,0,0,0,0,0,0,1,0,0,0,0
0,2013/11/13 19:33,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/14 17:07,0,0,0,0,0,0,7,0,0,0,0
0,2013/11/14 17:49,0,0,6.5,0,0,0,0,0,0,0,0
0,2013/11/14 22:01,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/15 09:59,0,0,0,0,0,0,0,0,0,4.5,0
0,2013/11/15 11:47,0,0,0,0,0,0,0,0,0,0,6
0,2013/11/15 11:48,0,0,3,0,0,0,0,0,0,0,0
0,2013/11/15 12:21,0,3.9,0,0,0,0,0,0,0,0,0
0,2013/11/16 17:15,0,0,2.5,0,0,0,0,0,0,0,0
0,2013/11/16 17:18,0,0,0,0,0,0,3.66,0,0,0,0
0,2013/11/16 17:19,0,0,0,0,0,0,3.4,0,0,0,0
0,2013/11/16 17:27,0,0,0,0,0,0,0,0,0,7.5,0
0,2013/11/17 01:22,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/17 17:32,0,0,1,0,0,0,0,0,0,0,0
0,2013/11/17 17:35,0,0,0,0,0,0,8.8,0,0,0,0
0,2013/11/17 18:04,0,0,0,0,0,0,0,0,0,19.2,0
0,2013/11/17 23:21,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/18 16:53,0,0,0,0,0,0,0,0,0,0,10.9
0,2013/11/18 19:41,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/19 12:16,0,0,0,0,0,0,0,0,0,0,6
0,2013/11/19 12:18,0,0,0,0,0,0,0,0,0,6.2,0
0,2013/11/19 17:19,0,0,0,0,0,0,13.9,0,0,0,0
0,2013/11/19 17:55,0,0,9.2,0,0,0,0,0,0,0,0
0,2013/11/19 19:21,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/20 15:10,0,1.5,0,0,0,0,0,0,0,0,0
0,2013/11/20 20:36,0,0,0,0,0,0,0,0,0,6,0
0,2013/11/20 23:14,0,0,0.07,0,0,0,0,0,0,0,0
0,2013/11/21 17:23,0,0,0,0,0,0,13.9,0,0,0,0
0,2013/11/21 20:59,0,0,0,0,0,0,0,0,0,8.4,0
0,2013/11/21 22:35,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/22 12:14,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/23 16:52,0,0,0,0,0,0,0,0,0,0,200
0,2013/11/23 16:52,0,0,9.9,0,0,0,0,0,0,0,0
0,2013/11/23 16:54,0,0,0,0,0,0,3,0,0,0,0
0,2013/11/23 17:28,0,0,0,0,0,0,0,0,0,6.4,0
0,2013/11/23 21:46,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/24 15:44,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/24 19:24,0,0,0.01,0,0,0,0,0,0,0,0
0,2013/11/24 20:07,0,0,8.3,0,0,0,0,0,0,0,0
0,2013/11/25 01:35,0,0,0.01,0,0,0,0,0,0,0,0
0,2013/11/25 16:13,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/25 17:36,0,0,4.1,0,0,0,0,0,0,0,0
0,2013/11/25 17:42,0,0,0,0,0,0,3.2,0,0,0,0
0,2013/11/25 17:48,0,0,2.8,0,0,0,0,0,0,0,0
0,2013/11/25 17:50,0,0,0,0,0,0,0,0,0,8.2,0
0,2013/11/25 20:47,0,0,0,0,0,0,0,0,0,8.9,0
0,2013/11/26 17:36,0,0,1.8,0,0,0,0,0,0,0,0
0,2013/11/26 17:43,0,0,0,0,0,0,3.66,0,0,0,0
0,2013/11/26 17:43,0,0,0,0,0,0,0,0,0,0,3.5
0,2013/11/26 18:06,0,0,7,0,0,0,0,0,0,0,0
0,2013/11/26 21:18,0,0,0,0,0,0,0,0,0,3.5,0
0,2013/11/26 21:33,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/11/27 18:12,0,0,0,0,0,0,1,0,0,0,0
0,2013/11/27 18:22,0,0,0,0,0,0,0,0,0,2.8,0
0,2013/11/27 20:16,0,0,0.02,0,0,0,0,0,0,0,0
0,2013/11/27 22:50,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/28 17:14,0,0,0,0,0,0,5.1,0,0,0,0
0,2013/11/28 17:14,0,0,2.5,0,0,0,0,0,0,0,0
0,2013/11/28 18:45,0,0,0,0,0,0,0,0,0,7.5,0
0,2013/11/29 11:55,0,0,0,0,0,0,0,0,0,0,5.6
0,2013/11/29 11:57,0,0,3,0,0,0,0,0,0,0,0
0,2013/11/29 17:26,0,0,0,0,0,0,5.6,0,0,0,0
0,2013/11/29 17:28,0,0,3.5,0,0,0,0,0,0,0,0
0,2013/11/29 17:39,0,0,0,0,0,0,0,0,0,17,0
0,2013/11/29 23:37,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/30 14:20,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/11/30 17:26,0,0,0,0,0,0,6.1,0,0,0,0
0,2013/11/30 17:27,0,0,3.5,0,0,0,0,0,0,0,0
0,2013/11/30 19:13,0,0,0,0,0,0,0,0,0,30,0
0,2013/12/1 05:49,0,0,0.1,0,0,0,0,0,0,0,0
0,2013/12/1 13:03,0,0,0,0,0,0,0,0,0,0,10
0,2013/12/1 13:04,0,0,10,0,0,0,0,0,0,0,0
0,2013/12/1 17:41,0,0,0,0,0,0,10.2,0,0,0,0
0,2013/12/1 17:42,0,0,0,0,0,0,6.12,0,0,0,0
0,2013/12/1 17:42,0,0,5,0,0,0,0,0,0,0,0
0,2013/12/1 17:53,0,0,0,0,0,0,0,0,0,0,0.7
0,2013/12/1 17:53,0,0,0,0,0,0,0,0,0,0,0.7
0,2013/12/1 19:12,0,0,0.18,0,0,0,0,0,0,0,0
0,2013/12/2 17:30,0,0,0,0,0,0,5.6,0,0,0,0
0,2013/12/2 17:31,0,0,2.5,0,0,0,0,0,0,0,0
0,2013/12/2 17:39,0,0,0.73,0,0,0,0,0,0,0,0
0,2013/12/2 19:10,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/3 15:15,0,0,0,0,0,0,0,0,0,3.2,0
0,2013/12/3 17:11,0,0,0,0,0,0,5.6,0,0,0,0
0,2013/12/3 17:12,0,0,1.2,0,0,0,0,0,0,0,0
0,2013/12/3 17:20,0,0,1.5,0,0,0,0,0,0,0,0
0,2013/12/3 17:41,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/4 17:11,0,0,3.1,0,0,0,0,0,0,0,0
0,2013/12/4 17:11,0,0,0,0,0,0,5.5,0,0,0,0
0,2013/12/4 17:22,0,0,0,0,0,0,0,0,0,0,0.73
0,2013/12/4 17:23,0,0,1.8,0,0,0,0,0,0,0,0
0,2013/12/4 18:34,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/5 11:47,0,0,3.3,0,0,0,0,0,0,0,0
0,2013/12/5 12:21,0,0,0.08,0,0,0,0,0,0,0,0
0,2013/12/5 16:53,0,0,0,0,0,0,0,0,0,0,70
0,2013/12/5 16:54,0,0,0,0,0,0,3.5,0,0,0,0
0,2013/12/5 17:05,0,0,0,0,0,0,0,0,0,0,6.1
0,2013/12/5 17:14,0,0,0.2,0,0,0,0,0,0,0,0
0,2013/12/5 17:21,0,0,1.5,0,0,0,0,0,0,0,0
0,2013/12/6 17:15,0,0,0,0,0,0,5.6,0,0,0,0
0,2013/12/6 17:15,0,0,1.8,0,0,0,0,0,0,0,0
0,2013/12/6 17:28,0,0,0,0,0,0,0,0,0,3.5,0
0,2013/12/6 17:31,0,0,1.18,0,0,0,0,0,0,0,0
0,2013/12/6 19:02,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/8 00:01,0,0,0,0,0,0,0,0,0.2,0,0
0,2013/12/8 00:22,0,0,0,0,0,0,0,0,0.6,0,0
0,2013/12/8 17:30,0,0,0,0,0,0,0,0,0,0,5.6
0,2013/12/8 17:31,0,0,0,0,0,0,5.5,0,0,0,0
0,2013/12/8 17:40,0,0,0,0,0,0,0,0,0,8.3,0
0,2013/12/9 10:54,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/12/9 11:13,0,0,0,0,0,0,1,0,0,0,0
0,2013/12/9 11:51,0,0,0,0,0,0,1,0,0,0,0
0,2013/12/9 18:09,0,0,0,0,0,0,0,0,0,0,4.1
0,2013/12/9 18:11,0,0,0,0,0,0,2.88,0,0,0,0
0,2013/12/9 18:33,0,0,0,0,0,0,0,0,0,5.5,0
0,2013/12/9 21:55,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/10 14:05,0,0,0,0,0,0,1,0,0,0,0
0,2013/12/10 16:49,0,0,0,0,0,0,7.4,0,0,0,0
0,2013/12/10 16:52,0,0,0,0,0,0,0,0,0,0,200
0,2013/12/10 17:33,0,0,3,0,0,0,0,0,0,0,0
0,2013/12/10 21:43,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/11 19:01,0,0,0,0,0,0,0,0,0,0,5.5
0,2013/12/11 19:02,0,0,0,0,0,0,0,0,0,0,1
0,2013/12/11 19:03,0,0,0,0,0,0,0,0,0,0,1.5
0,2013/12/11 21:37,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/12 17:20,0,0,0,0,0,0,9.4,0,0,0,0
0,2013/12/12 17:56,0,0,3,0,0,0,0,0,0,0,0
0,2013/12/12 17:59,0,0,1.63,0,0,0,0,0,0,0,0
0,2013/12/12 23:09,0,0,0.01,0,0,0,0,0,0,0,0
0,2013/12/13 15:46,0,0,0,0,0,0,0,0,0,5.8,0
0,2013/12/13 21:19,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/14 17:35,0,0,0,0,0,0,0,0,0,0,4.6
0,2013/12/14 17:48,0,0,1.63,0,0,0,0,0,0,0,0
0,2013/12/15 14:10,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/15 18:00,0,0,0,0,0,0,0,0,0,24,0
0,2013/12/15 22:14,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/16 17:20,0,0,0,0,0,0,4.6,0,0,0,0
0,2013/12/16 17:20,0,0,2.5,0,0,0,0,0,0,0,0
0,2013/12/16 17:21,0,0,1.8,0,0,0,0,0,0,0,0
0,2013/12/16 17:35,0,0,7,0,0,0,0,0,0,0,0
0,2013/12/17 16:09,0,0,0,0,0,0,0,0,0,0,5
0,2013/12/17 16:10,0,2.9,0,0,0,0,0,0,0,0,0
0,2013/12/17 19:26,0,0,0.09,0,0,0,0,0,0,0,0
0,2013/12/18 17:19,0,0,0,0,0,0,0,0,0,0,5.6
0,2013/12/18 17:20,0,0,0,0,0,0,4.5,0,0,0,0
0,2013/12/18 17:20,0,0,1,0,0,0,0,0,0,0,0
0,2013/12/18 17:41,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/12/18 23:15,0,0,0.01,0,0,0,0,0,0,0,0
0,2013/12/19 17:27,0,0,0.01,0,0,0,0,0,0,0,0
0,2013/12/20 17:27,0,0,0,0,0,0,0,0,0,0,6
0,2013/12/20 17:57,0,0,12,0,0,0,0,0,0,0,0
0,2013/12/21 17:32,0,0,0,0,0,0,0,0,0,0,8.9
0,2013/12/21 17:44,0,0,0,0,0,0,3.3,0,0,0,0
0,2013/12/21 18:26,0,0,0,0,0,0,0,0,0,0,2.5
0,2013/12/21 21:55,0,0,0.01,0,0,0,0,0,0,0,0
0,2013/12/22 16:18,0,0,0,0,0,0,1,0,0,0,0
0,2013/12/22 18:37,0,0,0,0,0,0,1,0,0,0,0
0,2013/12/22 22:43,0,0,0.01,0,0,0,0,0,0,0,0
